class_name,archetype_name,archetype_description,archetype_slug,document_title,document_url
"Cleric","Portal Domain","You have dedicated yourself to the study and protection of the doors, gateways,
and rips in the boundaries between the physical world and the infinite planar
multiverse. Stepping through portals is a sacred prayer and woe betide any who
seek to misuse them. Domain Spells You gain domain spells at the cleric levels
listed in the Portal Domain Spells table. See the Divine Domain class feature
for how domain spells work.

Portal Domain Spells

Cleric Level Spells 1st adjust position, expeditious retreat 3rd glyph of
shifting, misty step 5th dimensional shove, portal jaunt 7th dimension door,
reposition 9th pierce the veil, teleportation circle

BONUS PROFICIENCIES

When you choose this domain at 1st level, you gain proficiency with heavy armor
and either cartographer's tools or navigator's tools (your choice). In addition,
you gain proficiency in the Arcana skill.

PORTAL MAGIC

Starting at 1st level, you gain access to spells that connect places or
manipulate the space between places. Each spell with “(liminal)” listed
alongside its school is a cleric spell for you, even if it doesn't appear on the
cleric spell list, and you can prepare it as you would any other spell on the
cleric spell list. Liminal spells include bardo, devouring darkness, door of the
far traveler, ethereal stairs, hypnagogia, hypnic jerk, mind maze, mirror realm,
pierce the veil, reciprocating portal, rive, subliminal aversion, and threshold
slip. See the Magic and Spells chapter for details on these spells.

PORTAL BOND

At 1st level, you learn to forge a bond between yourself and another creature.
At the end of a short or long rest, you can touch one willing creature,
establishing a magical bond between you. While bonded to a creature, you know
the direction to the creature, though not its exact location, as long as you are
both on the same plane of existence. As an action, you can teleport the bonded
creature to an unoccupied space within 5 feet of you or to the nearest
unoccupied space, provided the bonded creature is willing and within a number of
miles of you equal to your proficiency bonus. Alternatively, you can teleport
yourself to an unoccupied space within 5 feet of the bonded creature. Once you
teleport a creature in this way, you can't use this feature again until you
finish a long rest. You can have only one bonded creature at a time. If you bond
yourself to a new creature, the bond on the previous creature ends. Otherwise,
the bond lasts until you die or dismiss it as an action.

CHANNEL DIVINITY: DIMENSIONAL SHIFT

Starting at 2nd level, you can use your Channel Divinity to harness the magic of
portals and teleportation. As an action, you teleport a willing target you can
see, other than yourself, to an unoccupied space within 30 feet of you that you
can see. When you reach 10th level in this class, you can teleport an unwilling
target. An unwilling target that succeeds on a Wisdom saving throw is
unaffected.

PORTAL TOUCH

At 6th level, you can use a bonus action to create a small portal in a space you
can see within 30 feet of you. This portal lasts for 1 minute, and it doesn't
occupy the space where you create it. When you cast a spell with a range of
touch, you can touch any creature within your reach or within 5 feet of the
portal. While the portal is active, you can use a bonus action on each of your
turns to move the portal up to 30 feet. The portal must remain within 30 feet of
you. If you or the portal are ever more than 30 feet apart, the portal fades.
You can have only one portal active at a time. If you create another one, the
previous portal fades. You can use this feature a number of times equal to your
proficiency bonus. You regain all expended uses when you finish a long rest.

TRANSPOSITIONAL DIVINE STRIKE

At 8th level, you gain the ability to imbue your weapon strikes with portal
magic. Once on each of your turns when you hit a creature with a weapon attack,
you deal damage to the target as normal, and you open a brief portal next to
your target or another creature you can see within 30 feet of you. That creature
takes 1d8 damage of your weapon's type as a duplicate of your weapon lashes out
at the creature from the portal. When you reach 14th level, you can choose two
creatures, creating a portal next to each and dealing 1d8 damage of your
weapon's type to each. Alternatively, you can choose one creature and deal 2d8
damage to it.

PORTAL MASTERY

At 17th level, when you see a creature use a magical gateway, teleport, or cast
a spell that would teleport itself or another creature, you can use your
reaction to reroute the effect, changing the destination to be an unoccupied
space of your choice that you can see within 100 feet of you. Once you use this
feature, you can't use it again until you finish a long rest, unless you expend
a spell slot of 5th level or higher to use this feature again.","portal-domain","Tome of Heroes","https://koboldpress.com/kpstore/product/tome-of-heroes-for-5th-edition/"
"Cleric","Serpent Domain","You embody the deadly, secretive, and mesmerizing nature of serpents. Others
tremble at your majesty. You practice the stealth and envenomed attacks that
give serpents their dreaded reputation, but you also learn the shedding of skin
that has made snakes into symbols of medicine.

Serpent Domain Spells

Cleric Level Spells 1st charm person, find familiar (snakes only) 3rd enthrall,
protection from poison 5th conjure animals (snakes only), hypnotic pattern 7th
freedom of movement, polymorph (snakes only) 9th dominate person, mislead

ENVENOMED

When you choose this domain at 1st level, you learn the poison spray cantrip. In
addition, you gain proficiency in the Deception skill, with a poisoner's kit,
and with martial weapons that have the Finesse property. You can apply poison to
a melee weapon or three pieces of ammunition as a bonus action.

OPHIDIAN TONGUE

Also at 1st level, you can communicate telepathically with serpents, snakes, and
reptiles within 100 feet of you. A creature's responses, if any, are limited by
its intelligence and typically convey the creature's current or most recent
state, such as “hungry” or “in danger.”

CHANNEL DIVINITY: SERPENT STEALTH

Beginning at 2nd level, you can use your Channel Divinity to help your allies
move undetected. As an action, choose up to five creatures you can see within 30
feet of you. You and each target have advantage on Dexterity (Stealth) checks
for 10 minutes.

SERPENT'S BLOOD

Starting at 6th level, you are immune to the poisoned condition and have
resistance to poison damage.

DIVINE STRIKE

Beginning at 8th level, you can infuse your weapon strikes with venom. Once on
each of your turns when you hit a creature with a weapon attack, you can cause
the attack to deal an extra 1d8 poison damage. When you reach 14th level, the
extra damage increases to 2d8.

TRANSFORMATIVE MOLT

Beginning at 17th level, as part of a short or long rest, you can assume a new
form, your old skin crumbling to dust. You decide what your new form looks like,
including height, weight, facial features, vocal tone, coloration, and
distinguishing characteristics, if any. This feature works like the Change
Appearance aspect of the alter self spell, except it lasts until you finish a
short or long rest. In addition, when you are reduced to less than half your hit
point maximum, you can end this transformation as a reaction to regain hit
points equal to 3 times your cleric level. Once you end the transformation in
this way, you can't use this feature to change your appearance again until you
finish a long rest.","serpent-domain","Tome of Heroes","https://koboldpress.com/kpstore/product/tome-of-heroes-for-5th-edition/"
"Cleric","Shadow Domain","The shadow domain embraces the darkness that surrounds all things and
manipulates the transitory gray that separates light from dark. Shadow domain
clerics walk a subtle path, frequently changing allegiances and preferring to
operate unseen.

Shadow Domain Spells

Cleric Level Spells 1st bane, false life 3rd blindness/deafness, darkness 5th
blink, fear 7th black tentacles, greater invisibility 9th cone of cold, dream

COVER OF NIGHT

When you choose this domain at 1st level, you gain proficiency in the Stealth
skill and darkvision out to a range of 60 feet. If you already have darkvision,
its range increases by 30 feet. In addition, when you are in dim light or
darkness, you can use a bonus action to Hide.

LENGTHEN SHADOW

Starting at 1st level, you can manipulate your own shadow to extend your reach.
When you cast a cleric spell with a range of touch, your shadow can deliver the
spell as if you had cast the spell. Your target must be within 15 feet of you,
and you must be able to see the target. You can use this feature even if you are
in an area where you cast no shadow. When you reach 10th level in this class,
your shadow can affect any target you can see within 30 feet of you.

CHANNEL DIVINITY: SHADOW GRASP

Starting at 2nd level, you can use your Channel Divinity to turn a creature's
shadow against them. As an action, choose one creature that you can see within
30 feet of you. That creature must make a Strength saving throw. If the creature
fails the saving throw, it is restrained by its shadow until the end of your
next turn. If the creature succeeds, it is grappled by its shadow until the end
of your next turn. You can use this feature even if the target is in an area
where it casts no shadow.

FADE TO BLACK

At 6th level, you can conceal yourself in shadow. As a bonus action when you are
in dim light or darkness, you can magically become invisible for 1 minute. This
effect ends early if you attack or cast a spell. You can use this feature a
number of times equal to your proficiency bonus. You regain all expended uses
when you finish a long rest.

POTENT SPELLCASTING

Starting at 8th level, you add your Wisdom modifier to the damage you deal with
any cleric cantrip.

ARMY OF SHADOW

At 17th level, you can manipulate multiple shadows simultaneously. When you use
Shadow Grasp, you can affect a number of creatures equal to your proficiency
bonus.","shadow-domain","Tome of Heroes","https://koboldpress.com/kpstore/product/tome-of-heroes-for-5th-edition/"
"Cleric","Vermin Domain","You exemplify the cunning, stealth, and invasiveness of vermin (rodents,
scorpions, spiders, ants, and other insects). As your dedication to this domain
grows in strength, you realize a simple truth: vermin are everywhere, and you
are legion.

Vermin Domain Spells

Cleric Level Spells 1st detect poison and disease, speak with animals (vermin
only) 3rd spider climb, web 5th conjure animals (vermin only), fear 7th dominate
beast (vermin only), giant insect 9th contagion, insect plague

THE UNSEEN

When you choose this domain at 1st level, you gain proficiency with shortswords
and hand crossbows. You also gain proficiency in Stealth and Survival. You can
communicate simple ideas telepathically with vermin, such as mice, spiders, and
ants, within 100 feet of you. A vermin's responses, if any, are limited by its
intelligence and typically convey the creature's current or most recent state,
such as “hungry” or “in danger.”

CHANNEL DIVINITY: SWARM STEP

Starting at 2nd level, you can use your Channel Divinity to evade attackers. As
a bonus action, or as reaction when you are attacked, you transform into a swarm
of vermin and move up to 30 feet to an unoccupied space that you can see. This
movement doesn't provoke opportunity attacks. When you arrive at your
destination, you revert to your normal form.

LEGION OF BITES

At 6th level, you can send hundreds of spectral vermin to assail an enemy and
aid your allies. As an action, choose a creature you can see within 30 feet of
you. That creature must succeed on a Constitution saving throw against your
spell save DC or be covered in spectral vermin for 1 minute. Each time one of
your allies hits the target with a weapon attack, the target takes an extra 1d4
poison damage. A creature that is immune to disease is immune to this feature.
You can use this feature a number of times equal to your Wisdom modifier
(minimum of once). You regain all expended uses when you finish a long rest.

DIVINE STRIKE

At 8th level, you gain the ability to infuse your weapon strikes with divine
energy. Once on each of your turns when you hit a creature with a weapon attack,
you can cause the attack to deal an extra 1d8 poison damage to the target. When
you reach 14th level, the extra damage increases to 2d8.

VERMINFORM BLESSING

At 17th level, you become a natural lycanthrope. You use the statistics of a
wererat, though your form can take on insectoid aspects, such as mandibles,
compound eyes, or antennae, instead of rat aspects; whichever aspects are most
appropriate for your deity. Your alignment doesn't change as a result of this
lycanthropy, and you can't spread the disease of lycanthropy.","vermin-domain","Tome of Heroes","https://koboldpress.com/kpstore/product/tome-of-heroes-for-5th-edition/"
"Cleric","Wind Domain","You have dedicated yourself to the service of the primordial winds. In their
service, you are the gentle zephyr brushing away adversity or the vengeful storm
scouring the stones from the mountainside.

Wind Domain Spells

Cleric Level Spells 1st feather fall, thunderwave 3rd gust of wind, misty step
5th fly, wind wall 7th conjure minor elementals (air only), freedom of movement
9th cloudkill, conjure elemental (air only)

WIND'S CHOSEN

When you choose this domain at 1st level, you learn the mage hand cantrip and
gain proficiency in the Nature skill. When you cast mage hand, you can make the
hand invisible, and you can control the hand as a bonus action.

CHANNEL DIVINITY: GRASP NOT THE WIND

At 2nd level, you can use your Channel Divinity to end the grappled condition on
yourself and gain a flying speed equal to your walking speed until the end of
your turn. You don't provoke opportunity attacks while flying in this way.

STORMSHIELD

At 6th level, when you take lightning or thunder damage, you can use your
reaction to gain resistance to lightning and thunder damage, including against
the triggering attack, until the start of your next turn. You can use this
feature a number of times equal to your Wisdom modifier (minimum of once). You
regain all expended uses when you finish a long rest.

DIVINE STRIKE

At 8th level, you infuse your weapon strikes with divine energy. Once on each of
your turns when you hit a creature with a weapon attack, you can cause the
attack to deal an extra 1d8 thunder damage to the target. When you reach 14th
level, the extra damage increases to 2d8.

DIRE TEMPEST

At 17th level, you can create a 20-foot-radius tornado of swirling wind and
debris at a point you can see within 120 feet. The storm lasts until the start
of your next turn. All Huge or smaller creatures within the area must make a
Strength saving throw against your spell save DC. On a failure, a creature takes
8d6 bludgeoning damage and is thrown 1d4 x 10 feet into the air. On a success, a
creature takes half the damage and isn't thrown into the air. Creatures thrown
into the air take falling damage as normal and land prone. In addition, each
creature that starts its turn within 15 feet of the tornado must succeed on a
Strength saving throw against your spell save DC or be dragged into the
tornado's area. A creature that enters the tornado's area is thrown 1d4 x 10
feet into the air, taking falling damage as normal and landing prone. Once you
use this feature, you can't use it again until you finish a long rest.","wind-domain","Tome of Heroes","https://koboldpress.com/kpstore/product/tome-of-heroes-for-5th-edition/"
"Druid","Circle of the Many","Compare to PHB’s Circle of the Moon

Druids who feel particularly at ease in the beast form of their Wild Shape may
join the Circle of the Many. Though they can cast spells like other druids, they
often neglect practice of these arts in order to better perfect their
shapechanging abilities. They can also channel their spellcasting power directly
into increasing the resilience of their alternate guises.

Sometimes known as skinchangers, these druids are generally solitary except when
gathering under the full moon, and then usually in the forms of various animals.
Those within this circle do not merely take the animal shapes, but are more in
tune with animal psychology. They are fierce protectors of these kin whether
furred or feathered, scaled or slithering.

RESILIENT TRANSFORMATION

When you choose this circle at 2nd level, you gain more control over your Wild
Shape ability and can use it more effectively in combat. On your turn, you can
use the Wild Shape ability as a bonus action instead of as an action. While you
are in beast form, you can also expend a spell slot as a bonus action in order
to heal the beast shape’s hit points. You can heal 1d8 hit points for each level
of the spell slot that you expended in this way.

STRENGTHENED TRANSFORMATION

Your circle also allows you to transform into more powerful beast forms than
other druids. At 2nd level, you can choose a beast with a challenge rating up to
1 when you use your Wild Shape ability, but you must follow the other level
limitations for the movement speeds of your beast form. At 3rd level and
thereafter, you can choose beasts with a challenge rating of up to one third of
your druid level, rounding down.

Beast Shapes for Circle of the Many (table)

Level Max. CR Limitations Example 2nd 1 No flying or swimming speed Brown bear
4th 1 No flying speed Giant octopus 6th 2 No flying speed Rhinoceros 8th 2 —
Giant vampire bat 9th 3 — Killer whale 12th 4 — Elephant 15th 5 — Giant
crocodile 18th 6 — Mammoth

NATURE’S TALON

Beginning at 6th level, when you are in beast shape, your attacks are considered
magical for determining a target’s immunity or resistance to them.

SHAPE OF THE ELEMENTS

By 10th level, when you use your Wild Shape ability, you may expend an
additional use. When you do so, instead of transforming into a beast, you may
transform into a CR 5 elemental: choose air, earth, fire, or water.

MULTITUDE OF FACES

Starting at 14th level, your skinchanging powers have become so potent that you
can constantly change your appearance. You gain the at will ability to cast the
spell alter self.","circle-of-the-many","Open5e Original Content","open5e.com"
"Druid","Circle of the Land","The Circle of the Land is made up of mystics and sages who safeguard ancient
knowledge and rites through a vast oral tradition. These druids meet within
sacred circles of trees or standing stones to whisper primal secrets in Druidic.
The circle's wisest members preside as the chief priests of communities that
hold to the Old Faith and serve as advisors to the rulers of those folk. As a
member of this circle, your magic is influenced by the land where you were
initiated into the circle's mysterious rites.

BONUS CANTRIP

When you choose this circle at 2nd level, you learn one additional druid cantrip
of your choice.

NATURAL RECOVERY

Starting at 2nd level, you can regain some of your magical energy by sitting in
meditation and communing with nature. During a short rest, you choose expended
spell slots to recover. The spell slots can have a combined level that is equal
to or less than half your druid level (rounded up), and none of the slots can be
6th level or higher. You can't use this feature again until you finish a long
rest.

For example, when you are a 4th-level druid, you can recover up to two levels
worth of spell slots. You can recover either a 2nd-level slot or two 1st-level
slots.

CIRCLE SPELLS

Your mystical connection to the land infuses you with the ability to cast
certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells
connected to the land where you became a druid. Choose that land-arctic, coast,
desert, forest, grassland, mountain, or swamp-and consult the associated list of
spells.

Once you gain access to a circle spell, you always have it prepared, and it
doesn't count against the number of spells you can prepare each day. If you gain
access to a spell that doesn't appear on the druid spell list, the spell is
nonetheless a druid spell for you.

Arctic (table)

Druid Level Circle Spells 3rd hold person, spike growth 5th sleet storm, slow
7th freedom of movement, ice storm 9th commune with nature, cone of cold

Coast (table)

Druid Level Circle Spells 3rd mirror image, misty step 5th water breathing,
water walk 7th control water, freedom of movement 9th conjure elemental, scrying

Desert (table)

Druid Level Circle Spells 3rd blur, silence 5th create food and water,
protection from energy 7th blight, hallucinatory terrain 9th insect plague, wall
of stone

Forest (table)

Druid Level Circle Spells 3rd barkskin, spider climb 5th call lightning, plant
growth 7th divination, freedom of movement 9th commune with nature, tree stride

Grassland (table)

Druid Level Circle Spells 3rd invisibility, pass without trace 5th daylight,
haste 7th divination, freedom of movement 9th dream, insect plague

Mountain (table)

Druid Level Circle Spells 3rd spider climb, spike growth 5th lightning bolt,
meld into stone 7th stone shape, stoneskin 9th passwall, wall of stone

Swamp (table)

Druid Level Circle Spells 3rd acid arrow, darkness 5th water walk, stinking
cloud 7th freedom of movement, locate creature 9th insect plague, scrying

LAND'S STRIDE

Starting at 6th level, moving through nonmagical difficult terrain costs you no
extra movement. You can also pass through nonmagical plants without being slowed
by them and without taking damage from them if they have thorns, spines, or a
similar hazard.

In addition, you have advantage on saving throws against plants that are
magically created or manipulated to impede movement, such those created by the
entangle spell.

NATURE'S WARD

When you reach 10th level, you can't be charmed or frightened by elementals or
fey, and you are immune to poison and disease.

NATURE'S SANCTUARY

When you reach 14th level, creatures of the natural world sense your connection
to nature and become hesitant to attack you. When a beast or plant creature
attacks you, that creature must make a Wisdom saving throw against your druid
spell save DC. On a failed save, the creature must choose a different target, or
the attack automatically misses. On a successful save, the creature is immune to
this effect for 24 hours.

The creature is aware of this effect before it makes its attack against you.


> SACRED PLANTS AND WOOD
> 
> A druid holds certain plants to be sacred, particularly alder, ash, birch,
> elder, hazel, holly, juniper, mistletoe, oak, rowan, willow, and yew. Druids
> often use such plants as part of a spellcasting focus, incorporating lengths
> of oak or yew or sprigs of mistletoe.
> 
> Similarly, a druid uses such woods to make other objects, such as weapons and
> shields. Yew is associated with death and rebirth, so weapon handles for
> scimitars or sickles might be fashioned from it. Ash is associated with life
> and oak with strength. These woods make excellent hafts or whole weapons, such
> as clubs or quarterstaffs, as well as shields. Alder is associated with air,
> and it might be used for thrown weapons, such as darts or javelins.
> 
> Druids from regions that lack the plants described here have chosen other
> plants to take on similar uses. For instance, a druid of a desert region might
> value the yucca tree and cactus plants.


> DRUIDS AND THE GODS
> 
> Some druids venerate the forces of nature themselves, but most druids are
> devoted to one of the many nature deities worshiped in the multiverse (the
> lists of gods in appendix B include many such deities). The worship of these
> deities is often considered a more ancient tradition than the faiths of
> clerics and urbanized peoples.","circle-of-the-land","5e Core Rules","http://dnd.wizards.com/articles/features/systems-reference-document-srd"
"Druid","Circle of Ash","Druids of the Circle of Ash believe in the power of rebirth and resurrection,
both physical and spiritual. The ash they take as their namesake is the result
of burning and death, but it can fertilize the soil and help bring forth new
life. For these druids, ash is the ultimate symbol of the elegant cycle of life
and death that is the foundation of the natural world. Some such druids even use
fresh ash to clean themselves, and the residue is often kept visible on their
faces. Druids of this circle often use the phoenix as their symbol, an elemental
creature that dies and is reborn from its own ashes. These druids aspire to the
same purity and believe resurrection is possible if they are faithful to their
beliefs. Others of this circle are drawn to volcanos and find volcanic eruptions
and their resulting ash clouds to be auspicious events. All Circle of Ash druids
request to be cremated after death, and their ashes are often given over to
others of their order. What later happens with these ashes, none outside the
circle know.

ASH CLOUD

At 2nd level, you can expend one use of your Wild Shape and, rather than
assuming a beast form, create a small, brief volcanic eruption beneath the
ground, causing it to spew out an ash cloud. As an action, choose a point within
30 feet of you that you can see. Each creature within 5 feet of that point must
make a Dexterity saving throw against your spell save DC, taking 2d8 bludgeoning
damage on a failed save, or half as much damage on a successful one. This
eruption creates a 20-foot-radius sphere of ash centered on the eruption point.
The cloud spreads around corners, and its area is heavily obscured. When a
creature enters the cloud for the first time on a turn or starts its turn there,
that creature must succeed on a Constitution saving throw against your spell
save DC or have disadvantage on ability checks and saving throws until the start
of its next turn. Creatures that don't need to breathe or that are immune to
poison automatically succeed on this saving throw. You automatically succeed on
this saving throw while within the area of your ash cloud, but you don't
automatically succeed if you are in another Circle of Ash druid's ash cloud. The
cloud lasts for 1 minute, until you use a bonus action to dismiss it, or until a
wind of moderate or greater speed (at least 10 miles per hour) disperses it.

FIRESIGHT

Starting at 2nd level, your vision can't be obscured by ash, fire, smoke, fog,
or the cloud created by your Ash Cloud feature, but it can still be obscured by
other effects, such as dim light, dense foliage, or rain. In addition, you have
advantage on saving throws against gas or cloud-based effects, such as from the
cloudkill or stinking cloud spells, a gorgon's petrifying breath, or a kraken's
ink cloud.

COVERED IN ASH

At 6th level, when a creature within 30 feet of you that you can see (including
yourself) takes damage, you can use your reaction to cover the creature in
magical ash, giving it temporary hit points equal to twice your proficiency
bonus. The target gains the temporary hit points before it takes the damage. You
can use this feature a number of times equal to your proficiency bonus. You
regain all expended uses when you finish a long rest. In addition, while your
Ash Cloud feature is active and you are within 30 feet of it, you can use a
bonus action to teleport to an unoccupied space you can see within the cloud.
You can use this teleportation no more than once per minute.

FEED THE EARTH

At 10th level, your Ash Cloud feature becomes more potent. Instead of the normal
eruption effect, when you first create the ash cloud, each creature within 10
feet of the point you chose must make a Dexterity saving throw against your
spell save DC, taking 2d8 bludgeoning damage and 2d8 fire damage on a failed
save, or half as much damage on a successful one. In addition, when a creature
enters this more potent ash cloud for the first time on a turn or starts its
turn there, that creature has disadvantage on ability checks and saving throws
while it remains within the cloud. Creatures are affected even if they hold
their breath or don't need to breathe, but creatures that are immune to poison
are immune to this effect. If at least one creature takes damage from the ash
cloud's eruption, you can use your reaction to siphon that destructive energy
into the rapid growth of vegetation. The area within the cloud becomes difficult
terrain that lasts while the cloud remains. You can't cause this growth in an
area that can't accommodate natural plant growth, such as the deck of a ship or
inside a building. The ash cloud now lasts for 10 minutes, until you use a bonus
action to dismiss it, or until a wind of moderate or greater speed (at least 10
miles per hour) disperses it.

FROM THE ASHES

Beginning at 14th level, when you are reduced to 0 hit points, your body is
consumed in a fiery explosion. Each creature of your choice within 30 feet of
you must make a Dexterity saving throw against your spell save DC, taking 6d6
fire damage on a failed save, or half as much damage on a successful one. After
the explosion, your body becomes a pile of ashes. At the end of your next turn,
you reform from the ashes with all of your equipment and half your maximum hit
points. You can choose whether or not you reform prone. If your ashes are moved
before you reform, you reform in the space that contains the largest pile of
your ashes or in the nearest unoccupied space. After you reform, you suffer one
level of exhaustion. Once you use this feature, you can't use it again until you
finish a long rest.","circle-of-ash","Tome of Heroes","https://koboldpress.com/kpstore/product/tome-of-heroes-for-5th-edition/"
"Druid","Circle of Bees","Druids of the Circle of Bees are friends to all stinging insects but focus their
attention on honeybees and other pollinating insects. When not adventuring, they
tend hives, either created by the insects or by themselves. They tap into the
horror inherent in stinging insects to protect their allies or the fields
hosting their bee friends.

CIRCLE SPELLS

Your bond with bees and other stinging beasts grants you knowledge of certain
spells. At 2nd level, you learn the true strike cantrip. At 3rd, 5th, 7th, and
9th levels, you gain access to the spells listed for those levels in the Circle
of Bees Spells table. Once you gain access to a circle spell, you always have it
prepared, and it doesn't count against the number of spells you can prepare each
day. If you gain access to a spell that doesn't appear on the druid spell list,
the spell is nonetheless a druid spell for you.

Circle of Bee Spells

Druid Level Spells 3rd blur, bombardment of stings 5th fly, haste 7th giant
insect, locate creature 9th insect plague, telepathic bond

BEE BOND

When you choose this circle at 2nd level, you gain proficiency in the Acrobatics
or Stealth skill (your choice), and you can speak and understand Bee Dance, a
language shared by bees that involves flying in dance-like patterns. Bees refuse
to attack you, even with magical coercion. When a beast other than a bee attacks
you with a weapon that deals poison damage, such as a giant spider's bite or a
scorpion's sting, it must succeed on a Charisma saving throw against your spell
save DC or have disadvantage on its attack rolls against you until the start of
its next turn.

BEE STINGER

Also at 2nd level, you can use an action and expend one use of your Wild Shape
to grow a bee's stinger, typically growing from your wrist, which you can use to
make unarmed strikes. When you hit with an unarmed strike while this stinger is
active, you use Wisdom instead of Strength for the attack, and your unarmed
strike deals piercing damage equal to 1d4 + your Wisdom modifier + poison damage
equal to half your proficiency bonus, instead of the bludgeoning damage normal
for an unarmed strike. The stinger lasts for a number of hours equal to half
your druid level (rounded down) or until you use your Wild Shape again. When you
reach 6th level in this class, your unarmed strikes count as magical for the
purpose of overcoming resistance and immunity to nonmagical attacks and damage,
and the poison damage dealt by your stinger equals your proficiency bonus. In
addition, the unarmed strike damage you deal while the stringer is active
increases to 1d6 at 6th level, 1d8 at 10th level, and 1d10 at 14th level.

BUMBLEBEE RUSH

At 6th level, you can take the Dash action as a bonus action. When you do so,
creatures have disadvantage on attack rolls against you until the start of your
next turn. You can use this feature a number of times equal to your proficiency
bonus. You regain all expended uses when you finish a long rest.

HIVE MIND

At 10th level, when you cast telepathic bond, each creature in the link has
advantage on Intelligence, Wisdom, and Charisma checks if at least one creature
in the link has proficiency in a skill that applies to that check. In addition,
if one creature in the link succeeds on a Wisdom (Perception) check to notice a
hidden creature or on a Wisdom (Insight) check, each creature in the link also
succeeds on the check. Finally, when a linked creature makes an attack, it has
advantage on the attack roll if another linked creature that can see it uses a
reaction to assist it.

MANTLE OF BEES

At 14th level, you can use an action to cover yourself in bees for 1 hour or
until you dismiss them (no action required). While you are covered in a mantle
of bees, you gain a +2 bonus to AC, and you have advantage on Charisma
(Intimidation) checks. In addition, when a creature within 5 feet of you hits
you with a melee weapon, it must make a Constitution saving throw against your
spell save DC. On a failure, the attacker takes 1d8 piercing damage and 1d8
poison damage and is poisoned until the end of its next turn. On a successful
save, the attacker takes half the damage and isn't poisoned. While the mantle is
active, you can use an action to direct the bees to swarm a 10-foot-radius
sphere within 60 feet of you. Each creature in the area must make a Constitution
saving throw against your spell save DC. On a failure, a creature takes 4d6
piercing damage and 4d6 poison damage and is poisoned for 1 minute. On a
success, a creature takes half the damage and isn't poisoned. The bees then
disperse, and your mantle ends. Once you use this feature, you can't use it
again until you finish a short or long rest, unless you expend a spell slot of
5th level or higher to create the mantle again.","circle-of-bees","Tome of Heroes","https://koboldpress.com/kpstore/product/tome-of-heroes-for-5th-edition/"
"Druid","Circle of Crystals","Circle of Crystals druids first arose in subterranean environments, where they
helped tend giant crystal gardens, but now they can be found most anywhere with
access to underground caverns or geothermal activity. These druids view crystals
as a naturally occurring form of order and perfection, and they value the
crystals' slow growth cycle, as it reminds them the natural world moves
gradually but eternally. This teaches young druids patience and assures elder
druids their legacy will be carried on in each spire of crystal. As druids of
this circle tend their crystals, they learn how to use the harmonic frequencies
of different crystals to create a variety of effects, including storing magic.

RESONANT CRYSTAL

When you choose this circle at 2nd level, you learn to create a special crystal
that can take on different harmonic frequencies and properties. It is a Tiny
object and can serve as a spellcasting focus for your druid spells. As a bonus
action, you can cause the crystal to shed bright light in a 10-foot radius and
dim light for an additional 10 feet. You can end the light as a bonus action.
Whenever you finish a long rest, you can attune your crystal to one of the
following harmonic frequencies. The crystal can have only one harmonic frequency
at a time, and you gain the listed benefit while you are wearing or carrying the
crystal. The crystal retains the chosen frequency until you finish a long rest.

 * Clarity. You have advantage on saving throws against being frightened or
   charmed.
 * Cleansing. You have advantage on saving throws against being poisoned, and
   you have resistance to poison damage.
 * Focus. You have advantage on Constitution saving throws that you make to
   maintain concentration on a spell when you take damage.
 * Healing. When you cast a spell of 1st level or higher that restores hit
   points to a creature, the creature regains additional hit points equal to
   your proficiency bonus.
 * Vitality. Whenever you cast a spell of 1st level or higher using the resonant
   crystal as your focus, one creature of your choice that you can see within 30
   feet of you gains temporary hit points equal to twice your proficiency bonus.
   The temporary hit points last for 1 minute. To create or replace a lost
   resonant crystal, you must perform a 1-hour ceremony. This ceremony can be
   performed during a short or long rest, and it destroys the previous crystal,
   if one existed. If a previous crystal had a harmonic frequency, the new
   crystal has that frequency, unless you create the new crystal during a long
   rest.

CRYSTALLINE SKIN

Starting at 6th level, when you take damage, you can use a reaction to cause
your skin to become crystalline until the end of your next turn. While your skin
is crystalline, you have resistance to cold damage, radiant damage and
bludgeoning, piercing, and slashing damage from nonmagical attacks, including to
the triggering damage if it is of the appropriate type. You choose the exact
color and appearance of the crystalline skin. You can use this feature a number
of times equal to your proficiency bonus. You regain all expended uses when you
finish a long rest.

MAGICAL RESONANCE

At 10th level, you can draw on stored magical energy in your resonant crystal to
restore some of your spent magic. While wearing or carrying the crystal, you can
use a bonus action to recover one expended spell slot of 3rd level or lower. If
you do so, you can't benefit from the resonant crystal's harmonic frequency for
1 minute. Once you use this feature, you can't use it again until you finish a
long rest.

CRYSTALLINE FORM

At 14th level, as a bonus action while wearing or carrying your resonant
crystal, you can expend one use of your Wild Shape feature to assume a
crystalline form instead of transforming into a beast. You gain the following
benefits while in this form:

 * You have resistance to cold damage, radiant damage, and bludgeoning,
   piercing, and slashing damage from nonmagical attacks.
 * You have advantage on saving throws against spells and other magical effects.
 * Your resonant crystal pulses with power, providing you with the benefits of
   all five harmonic frequencies. When you cast a spell of 1st level or higher,
   you can choose to activate only the Healing or Vitality harmonic frequencies
   or both. If you activate both, you can choose two different targets or the
   same target. This feature lasts 1 minute, or until you dismiss it as a bonus
   action.","circle-of-crystals","Tome of Heroes","https://koboldpress.com/kpstore/product/tome-of-heroes-for-5th-edition/"
